"csv_file_name","question_name","ï..id","questionusageid","slot","behaviour","questionid","variant","maxmark","minfraction","maxfraction","flagged","questionsummary","rightanswer","responsesummary","timemodified","questionattemptid","sequencenumber","state","fraction","timecreated","userid","firstname","lastname","username","attempt_number","group"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762004,54115,16,"interactivecountback",29997,3,1,0,1,0,"\({-2\,\left(-5\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 258534682; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 258534682; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605795646,718325,1,"gradedright",1,1605793861,236,"anonfirstname114","anonlastname114","anon114",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1757666,54037,16,"interactivecountback",29997,6,1,0,1,0,"\({\left(-2\right)^{n+1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 71454915; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 71454915; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606136929,716207,1,"gradedright",1,1606134574,237,"anonfirstname115","anonlastname115","anon115",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762092,54116,28,"interactivecountback",29997,1,0,0,1,0,"\({-2\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 1886707239; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1886707239; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Bounded below"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1605709064,718364,1,"gradedpartial",0.5,1605703209,238,"anonfirstname116","anonlastname116","anon116",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762063,54116,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605709064,718352,1,"gradedright",1,1605703225,238,"anonfirstname116","anonlastname116","anon116",2,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762135,54117,16,"interactivecountback",29997,8,1,0,1,1,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605987512,718383,1,"gradedright",1,1605986098,239,"anonfirstname117","anonlastname117","anon117",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762225,54118,30,"interactivecountback",29997,10,0,0,1,0,"\({4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 123877803; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 123877803; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606122287,718424,1,"gradedpartial",0.5,1606116724,240,"anonfirstname118","anonlastname118","anon118",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762195,54118,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606122287,718410,1,"gradedright",1,1606116749,240,"anonfirstname118","anonlastname118","anon118",2,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1757731,54038,16,"interactivecountback",29997,10,1,0,1,0,"\({4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 123877803; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 123877803; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606139832,716237,1,"gradedright",1,1606137861,241,"anonfirstname119","anonlastname119","anon119",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1759861,54075,26,"interactivecountback",29997,8,0,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Decreasing"" [score]; ans2: ""Bounded below"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606067645,717270,1,"gradedwrong",0,1605923565,134,"anonfirstname12","anonlastname12","anon12",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1759838,54075,16,"interactivecountback",29997,7,1,0,1,0,"\({-5\,\left(-2\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 1832130200; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1832130200; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606067645,717260,1,"gradedright",1,1605923587,134,"anonfirstname12","anonlastname12","anon12",2,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1757802,54039,16,"interactivecountback",29997,7,1,0,1,0,"\({-5\,\left(-2\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 1832130200; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1832130200; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606072589,716270,1,"gradedwrong",0,1606069700,243,"anonfirstname121","anonlastname121","anon121",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762288,54119,26,"interactivecountback",29997,8,0,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Bounded above and below"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606159586,718452,1,"gradedpartial",0.5,1606073195,244,"anonfirstname122","anonlastname122","anon122",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762290,54119,27,"interactivecountback",29997,4,0,0,1,0,"\({-5\,2^{n-1}}\) is Decreasing and Bounded above","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2111751705; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1606159586,718453,1,"gradedwrong",0,1606073214,244,"anonfirstname122","anonlastname122","anon122",2,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762265,54119,16,"interactivecountback",29997,6,1,0,1,0,"\({\left(-2\right)^{n+1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 71454915; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 71454915; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606159586,718442,1,"gradedright",1,1606073239,244,"anonfirstname122","anonlastname122","anon122",3,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762417,54121,32,"interactivecountback",29997,6,0,0,1,0,"\({\left(-2\right)^{n+1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 71454915; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 71454915; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1605639285,718511,1,"gradedwrong",0,1605638042,250,"anonfirstname128","anonlastname128","anon128",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762419,54121,33,"interactivecountback",29997,7,0,0,1,0,"\({-5\,\left(-2\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 1832130200; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1832130200; ans1: ""Decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605639285,718512,1,"gradedpartial",0.5,1605638075,250,"anonfirstname128","anonlastname128","anon128",2,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762383,54121,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605639285,718495,1,"gradedright",1,1605638090,250,"anonfirstname128","anonlastname128","anon128",3,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1755317,53998,16,"interactivecountback",29997,7,1,0,1,0,"\({-5\,\left(-2\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 1832130200; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1832130200; ans1: ""Increasing"" [score]; ans2: ""Bounded below"" [score]; prt1: # = 0 | ATAlgEquiv_String | prt1-1-F; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1605899588,715115,1,"gradedwrong",0,1605893317,135,"anonfirstname13","anonlastname13","anon13",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1757968,54042,16,"interactivecountback",29997,4,1,0,1,0,"\({-5\,2^{n-1}}\) is Decreasing and Bounded above","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","",1605570988,716349,0,"todo",NA,1605570877,255,"anonfirstname133","anonlastname133","anon133",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762516,54123,16,"interactivecountback",29997,9,1,0,1,0,"\({-2\,4^{n-1}}\) is Decreasing and Bounded above","Seed: 399679989; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 399679989; prt1: !; prt2: !",1605549767,718555,1,"gaveup",NA,1605549766,256,"anonfirstname134","anonlastname134","anon134",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1758011,54043,16,"interactivecountback",29997,2,1,0,1,0,"\({-2\,5^{n-1}}\) is Decreasing and Bounded above","Seed: 1454419938; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1454419938; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605630744,716371,1,"gradedright",1,1605628896,257,"anonfirstname135","anonlastname135","anon135",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1758070,54044,16,"interactivecountback",29997,9,1,0,1,0,"\({-2\,4^{n-1}}\) is Decreasing and Bounded above","Seed: 399679989; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 399679989; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605689508,716398,1,"gradedright",1,1605688499,258,"anonfirstname136","anonlastname136","anon136",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1758127,54045,16,"interactivecountback",29997,4,1,0,1,0,"\({-5\,2^{n-1}}\) is Decreasing and Bounded above","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1606081229,716424,1,"gradedright",1,1606078170,259,"anonfirstname137","anonlastname137","anon137",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1758184,54046,16,"interactivecountback",29997,5,1,0,1,0,"\({4\,3^{n-1}}\) is Increasing and Bounded below","Seed: 1967851554; ans1: ""Increasing"" [score]; ans2: ""Bounded below"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 1967851554; ans1: ""Increasing"" [score]; ans2: ""Bounded below"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605594514,716450,1,"gradedright",1,1605589937,260,"anonfirstname138","anonlastname138","anon138",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762578,54124,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1607656719,718588,1,"gradedright",1,1605662961,261,"anonfirstname139","anonlastname139","anon139",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1758239,54047,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1605526218,716475,1,"gradedright",1,1605524773,264,"anonfirstname142","anonlastname142","anon142",1,"Group GC"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762654,54126,16,"interactivecountback",29997,8,1,0,1,0,"\({-4\,\left(-3\right)^{n-1}}\) is Neither increasing nor decreasing and Unbounded","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Unbounded"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 271527967; ans1: ""Neither increasing nor decreasing"" [score]; ans2: ""Bounded above and below"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 0 | ATAlgEquiv_String | prt2-1-F",1605697287,718634,1,"gradedpartial",0.5,1605695472,265,"anonfirstname143","anonlastname143","anon143",1,"Group CG"
"../data-raw/study2/attempts_MidC2.csv","MidC2",1762834,54129,16,"interactivecountback",29997,4,1,0,1,0,"\({-5\,2^{n-1}}\) is Decreasing and Bounded above","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T","Seed: 2111751705; ans1: ""Decreasing"" [score]; ans2: ""Bounded above"" [score]; prt1: # = 1 | ATAlgEquiv_String | prt1-1-T; prt2: # = 1 | ATAlgEquiv_String | prt2-1-T",1607435181,718722,1,"gradedright",1,1606120899,271,"anonfirstname148","anonlastname148","anon148",1,"Group CG"
